"","ko","module","ko_description","module_description"
"173","K00240","M00011","sdhB, frdB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]","Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"174","K00241","M00011","sdhC, frdC; succinate dehydrogenase cytochrome b subunit","Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"175","K00242","M00011","sdhD, frdD; succinate dehydrogenase membrane anchor subunit","Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"176","K18859","M00011","sdhD, frdD; succinate dehydrogenase subunit D","Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"177","K18860","M00011","sdhD, frdD; succinate dehydrogenase subunit D","Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"178","K00244","M00011","frdA; succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]","Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"179","K00245","M00011","frdB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]","Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"180","K00246","M00011","frdC; succinate dehydrogenase subunit C","Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"181","K00247","M00011","frdD; succinate dehydrogenase subunit D","Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"182","K01676","M00011","E4.2.1.2A, fumA, fumB; fumarate hydratase, class I [EC:4.2.1.2]","Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"183","K01679","M00011","E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]","Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"184","K01677","M00011","E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]","Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"185","K01678","M00011","E4.2.1.2AB, fumB; fumarate hydratase subunit beta [EC:4.2.1.2]","Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"186","K00026","M00011","MDH2; malate dehydrogenase [EC:1.1.1.37]","Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"187","K00025","M00011","MDH1; malate dehydrogenase [EC:1.1.1.37]","Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"188","K00024","M00011","mdh; malate dehydrogenase [EC:1.1.1.37]","Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"189","K00116","M00011","mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]","Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"190","K01647","M00012","CS, gltA; citrate synthase [EC:2.3.3.1]","Glyoxylate cycle"
"191","K01659","M00012","prpC; 2-methylcitrate synthase [EC:2.3.3.5]","Glyoxylate cycle"
"192","K01681","M00012","ACO; aconitate hydratase [EC:4.2.1.3]","Glyoxylate cycle"
"193","K27802","M00012","acnA; aconitate hydratase A / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]","Glyoxylate cycle"
"194","K01682","M00012","acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]","Glyoxylate cycle"
"195","K01637","M00012","ICL, aceA; isocitrate/methylisocitrate lyase [EC:4.1.3.1 4.1.3.30]","Glyoxylate cycle"
"196","K01638","M00012","aceB, glcB; malate synthase [EC:2.3.3.9]","Glyoxylate cycle"
"197","K19282","M00012","aceB; bifunctional (S)-malyl-CoA lyase/thioesterase [EC:4.1.3.24 3.1.2.30]","Glyoxylate cycle"
"198","K00026","M00012","MDH2; malate dehydrogenase [EC:1.1.1.37]","Glyoxylate cycle"
"199","K00025","M00012","MDH1; malate dehydrogenase [EC:1.1.1.37]","Glyoxylate cycle"
"200","K00024","M00012","mdh; malate dehydrogenase [EC:1.1.1.37]","Glyoxylate cycle"
"201","K00248","M00013","ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]","Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA"
"202","K00232","M00013","E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]","Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA"
"203","K07511","M00013","ECHS1; enoyl-CoA hydratase [EC:4.2.1.17]","Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA"
"204","K14729","M00013","FOX2; multifunctional beta-oxidation protein [EC:4.2.1.- 1.1.1.-]","Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA"
"205","K05605","M00013","HIBCH; 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]","Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA"
"206","K23146","M00013","HPD1; 3-hydroxyisobutyrate/3-hydroxypropionate dehydrogenase [EC:1.1.1.31 1.1.1.59]","Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA"
"207","K00140","M00013","mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]","Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA"
"208","K00012","M00014","UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]","Glucuronate pathway (uronate pathway)"
"209","K12447","M00014","USP; UDP-sugar pyrophosphorylase [EC:2.7.7.64]","Glucuronate pathway (uronate pathway)"
"210","K16190","M00014","GLCAK; glucuronokinase [EC:2.7.1.43]","Glucuronate pathway (uronate pathway)"
"211","K00699","M00014","UGT; glucuronosyltransferase [EC:2.4.1.17]","Glucuronate pathway (uronate pathway)"
"212","K01195","M00014","uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]","Glucuronate pathway (uronate pathway)"
"213","K14756","M00014","KL; klotho [EC:3.2.1.31]","Glucuronate pathway (uronate pathway)"
"214","K00002","M00014","AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]","Glucuronate pathway (uronate pathway)"
"215","K13247","M00014","CRYL1; L-gulonate 3-dehydrogenase [EC:1.1.1.45]","Glucuronate pathway (uronate pathway)"
"216","K03331","M00014","DCXR; L-xylulose reductase [EC:1.1.1.10]","Glucuronate pathway (uronate pathway)"
"217","K05351","M00014","E1.1.1.9; D-xylulose reductase [EC:1.1.1.9]","Glucuronate pathway (uronate pathway)"
"218","K00008","M00014","SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]","Glucuronate pathway (uronate pathway)"
"219","K00854","M00014","xylB, XYLB; xylulokinase [EC:2.7.1.17]","Glucuronate pathway (uronate pathway)"
"220","K00931","M00015","proB; glutamate 5-kinase [EC:2.7.2.11]","Proline biosynthesis, glutamate => proline"
"221","K00147","M00015","proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]","Proline biosynthesis, glutamate => proline"
"222","K12657","M00015","ALDH18A1, P5CS; delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41]","Proline biosynthesis, glutamate => proline"
"223","K00286","M00015","proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]","Proline biosynthesis, glutamate => proline"
"224","K00928","M00016","lysC; aspartate kinase [EC:2.7.2.4]","Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine"
"225","K12524","M00016","thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]","Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine"
"226","K12525","M00016","metL; bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]","Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine"
"227","K12526","M00016","lysAC; bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4]","Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine"
"228","K00133","M00016","asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]","Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine"
"229","K01714","M00016","dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]","Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine"
"230","K00215","M00016","dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]","Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine"
"231","K00674","M00016","dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]","Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine"
"232","K00821","M00016","argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]","Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine"
"233","K14267","M00016","dapC; N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]","Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine"
"234","K01439","M00016","dapE; succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]","Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine"
"235","K01778","M00016","dapF; diaminopimelate epimerase [EC:5.1.1.7]","Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine"
"236","K01586","M00016","lysA; diaminopimelate decarboxylase [EC:4.1.1.20]","Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine"
"237","K12526","M00016","lysAC; bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4]","Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine"
"238","K00928","M00017","lysC; aspartate kinase [EC:2.7.2.4]","Methionine biosynthesis, aspartate => homoserine => methionine"
"239","K12524","M00017","thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]","Methionine biosynthesis, aspartate => homoserine => methionine"
"240","K12525","M00017","metL; bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]","Methionine biosynthesis, aspartate => homoserine => methionine"
"241","K00133","M00017","asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]","Methionine biosynthesis, aspartate => homoserine => methionine"
"242","K00003","M00017","hom; homoserine dehydrogenase [EC:1.1.1.3]","Methionine biosynthesis, aspartate => homoserine => methionine"
"243","K12524","M00017","thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]","Methionine biosynthesis, aspartate => homoserine => methionine"
"244","K12525","M00017","metL; bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]","Methionine biosynthesis, aspartate => homoserine => methionine"
"245","K00651","M00017","metA; homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]","Methionine biosynthesis, aspartate => homoserine => methionine"
"246","K00641","M00017","metX; homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]","Methionine biosynthesis, aspartate => homoserine => methionine"
"247","K01739","M00017","metB; cystathionine gamma-synthase [EC:2.5.1.48]","Methionine biosynthesis, aspartate => homoserine => methionine"
"248","K01760","M00017","metC; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]","Methionine biosynthesis, aspartate => homoserine => methionine"
"249","K14155","M00017","patB, malY; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]","Methionine biosynthesis, aspartate => homoserine => methionine"
"250","K00548","M00017","metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]","Methionine biosynthesis, aspartate => homoserine => methionine"
"251","K24042","M00017","yitJ; methionine synthase / methylenetetrahydrofolate reductase (NADH) [EC:2.1.1.13 1.5.1.54]","Methionine biosynthesis, aspartate => homoserine => methionine"
"252","K00549","M00017","metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]","Methionine biosynthesis, aspartate => homoserine => methionine"
"253","K00928","M00018","lysC; aspartate kinase [EC:2.7.2.4]","Threonine biosynthesis, aspartate => homoserine => threonine"
"254","K12524","M00018","thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]","Threonine biosynthesis, aspartate => homoserine => threonine"
"255","K12525","M00018","metL; bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]","Threonine biosynthesis, aspartate => homoserine => threonine"
"256","K12526","M00018","lysAC; bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4]","Threonine biosynthesis, aspartate => homoserine => threonine"
"257","K00133","M00018","asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]","Threonine biosynthesis, aspartate => homoserine => threonine"
"258","K00003","M00018","hom; homoserine dehydrogenase [EC:1.1.1.3]","Threonine biosynthesis, aspartate => homoserine => threonine"
"259","K12524","M00018","thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]","Threonine biosynthesis, aspartate => homoserine => threonine"
"260","K12525","M00018","metL; bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]","Threonine biosynthesis, aspartate => homoserine => threonine"
"261","K00872","M00018","thrB; homoserine kinase [EC:2.7.1.39]","Threonine biosynthesis, aspartate => homoserine => threonine"
"262","K02204","M00018","thrB2; homoserine kinase type II [EC:2.7.1.39]","Threonine biosynthesis, aspartate => homoserine => threonine"
"263","K02203","M00018","thrH; phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]","Threonine biosynthesis, aspartate => homoserine => threonine"
"264","K01733","M00018","thrC; threonine synthase [EC:4.2.3.1]","Threonine biosynthesis, aspartate => homoserine => threonine"
"265","K01652","M00019","E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]","Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine"
"266","K01653","M00019","E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit [EC:2.2.1.6]","Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine"
"267","K11258","M00019","ilvM; acetolactate synthase II small subunit [EC:2.2.1.6]","Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine"
"268","K00053","M00019","ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]","Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine"
"269","K01687","M00019","ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]","Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine"
"270","K00826","M00019","E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]","Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine"
"271","K00058","M00020","serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]","Serine biosynthesis, glycerate-3P => serine"
"272","K00831","M00020","serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]","Serine biosynthesis, glycerate-3P => serine"
"273","K01079","M00020","serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]","Serine biosynthesis, glycerate-3P => serine"
"274","K02203","M00020","thrH; phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]","Serine biosynthesis, glycerate-3P => serine"
"275","K22305","M00020","psp; phosphoserine phosphatase [EC:3.1.3.3]","Serine biosynthesis, glycerate-3P => serine"
"276","K25528","M00020","ysaA; phosphoserine phosphatase [EC:3.1.3.3]","Serine biosynthesis, glycerate-3P => serine"
"277","K00640","M00021","cysE; serine O-acetyltransferase [EC:2.3.1.30]","Cysteine biosynthesis, serine => cysteine"
"278","K23304","M00021","cysE; serine O-acetyltransferase [EC:2.3.1.30]","Cysteine biosynthesis, serine => cysteine"
"279","K01738","M00021","cysK; cysteine synthase [EC:2.5.1.47]","Cysteine biosynthesis, serine => cysteine"
"280","K13034","M00021","ATCYSC1; L-3-cyanoalanine synthase/ cysteine synthase [EC:2.5.1.47 4.4.1.9]","Cysteine biosynthesis, serine => cysteine"
"281","K17069","M00021","MET17; O-acetylhomoserine/O-acetylserine sulfhydrylase [EC:2.5.1.49 2.5.1.47]","Cysteine biosynthesis, serine => cysteine"
"282","K01626","M00022","E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"
"283","K03856","M00022","AROA2, aroA; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"
"284","K13853","M00022","aroG, aroA; 3-deoxy-7-phosphoheptulonate synthase / chorismate mutase [EC:2.5.1.54 5.4.99.5]","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"
"285","K01735","M00022","aroB; 3-dehydroquinate synthase [EC:4.2.3.4]","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"
"286","K13829","M00022","aroKB; shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4]","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"
"287","K03785","M00022","aroD; 3-dehydroquinate dehydratase I [EC:4.2.1.10]","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"
"288","K03786","M00022","aroQ, qutE; 3-dehydroquinate dehydratase II [EC:4.2.1.10]","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"
"289","K00014","M00022","aroE; shikimate dehydrogenase [EC:1.1.1.25]","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"
"290","K13832","M00022","aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"
"291","K13830","M00022","ARO1; pentafunctional AROM polypeptide [EC:4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19]","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"
"292","K00891","M00022","aroK, aroL; shikimate kinase [EC:2.7.1.71]","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"
"293","K13829","M00022","aroKB; shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4]","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"
"294","K00800","M00022","aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"
"295","K24018","M00022","K24018; cyclohexadieny/prephenate dehydrogenase / 3-phosphoshikimate 1-carboxyvinyltransferase [EC:1.3.1.43 1.3.1.12 2.5.1.19]","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"
"296","K13830","M00022","ARO1; pentafunctional AROM polypeptide [EC:4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19]","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"
"297","K01736","M00022","aroC; chorismate synthase [EC:4.2.3.5]","Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"
"298","K01657","M00023","trpE; anthranilate synthase component I [EC:4.1.3.27]","Tryptophan biosynthesis, chorismate => tryptophan"
"299","K01658","M00023","trpG; anthranilate synthase component II [EC:4.1.3.27]","Tryptophan biosynthesis, chorismate => tryptophan"
"300","K13503","M00023","trpEG; anthranilate synthase [EC:4.1.3.27]","Tryptophan biosynthesis, chorismate => tryptophan"
"301","K13501","M00023","TRP1; anthranilate synthase / indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.3.27 4.1.1.48 5.3.1.24]","Tryptophan biosynthesis, chorismate => tryptophan"
"302","K01656","M00023","TRP3; anthranilate synthase / indole-3-glycerol phosphate synthase [EC:4.1.3.27 4.1.1.48]","Tryptophan biosynthesis, chorismate => tryptophan"
"303","K00766","M00023","trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]","Tryptophan biosynthesis, chorismate => tryptophan"
"304","K13497","M00023","trpGD; anthranilate synthase/phosphoribosyltransferase [EC:4.1.3.27 2.4.2.18]","Tryptophan biosynthesis, chorismate => tryptophan"
"305","K01817","M00023","trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24]","Tryptophan biosynthesis, chorismate => tryptophan"
"306","K24017","M00023","priA; phosphoribosyl isomerase A [EC:5.3.1.16 5.3.1.24]","Tryptophan biosynthesis, chorismate => tryptophan"
"307","K01656","M00023","TRP3; anthranilate synthase / indole-3-glycerol phosphate synthase [EC:4.1.3.27 4.1.1.48]","Tryptophan biosynthesis, chorismate => tryptophan"
